a,啊
tsinsiang,tsin-siāng
tsinsimtsini,真心真意
tsinsimtsini,tsin-sim-tsin-ì
tsinthauhiaunn,進頭香
tsinthauhiaunn,tsìn-thâu-hiaunn
tsinthauhionn,進頭香
tsinthauhionn,tsìn-thâu-hionn
tsintsa,儘早
tsintsa,tsīn-tsá
tsintseng,真情
tsintseng,進前
tsintseng,tsin-tsêng
tsintseng,tsìn-tsêng
tsintsue,進贅
tsintsue,tsìn-tsuè
tsiobeng,照明
tsiobeng,tsiò-bêng
tsiohbi,石米
tsiohbi,tsio̍h-bí
tsiohkiann,石囝
tsiohkiann,tsio̍h-kiánn
tsiohlah,石蠟
tsiohlah,tsio̍h-la̍h
tsiohlang,石人
tsiohlang,tsio̍h-lâng
tsiohliap,石粒
tsiohliap,tsio̍h-lia̍p
tsiohlui,借鐳
tsiohlui,tsioh-lui
tsiohmui,借問
tsiohmui,tsioh-muī
Tsiohmuihiong,石門鄉
Tsiohmuihiong,Tsio̍h-muî-hiong
tsiohpenga,石兵仔
tsiohpenga,tsio̍h-peng-á
tsiohpi,石埤
tsiohpi,tsio̍h-pi
Tsiohtenghiong,石碇鄉
Tsiohtenghiong,Tsio̍h-tēng-hiong
tsiohthaukong,石頭公
tsiohthaukong,tsio̍h-thâu-kong
tsiohtsengkhu,石舂臼
tsiohtsengkhu,tsio̍h-tseng-khū
tsiohtshiaunn,石匠
tsiohtshiaunn,tsio̍h-tshiāunn
tsiohtshionn,石匠
tsiohtshionn,tsio̍h-tshiōnn
tsiojit,照日
tsiojit,tsiò-ji̍t
tsiokuinn,照光
tsiokuinn,tsiò-kuinn
tsioliong,少量
tsioliong,tsió-liōng
tsiongli,掌理
tsiongli,tsióng-lí
tsiongseng,眾生
tsiongseng,tsiòng-seng
tsiongsintuasu,終身大事
tsiongsintuasu,tsiong-sin-tuā-sū
tsiongtheng,章程
tsiongtheng,tsiong-thêng
tsiongtsam,終站
tsiongtsam,tsiong-tsām
tsionn,章
tsionn,樟
tsionn,漿
tsionn,螿
tsionn,掌
tsionn,槳
Tsionn,蔣
tsionn,醬
tsionn,癢
tsionn,tsionn
tsionn,tsiónn
Tsionn,Tsiónn
tsionn,tsiònn
tsionn,tsiōnn
tsionna,樟仔
tsionna,tsionn-á
tsionna,槳仔
tsionna,tsiónn-á
tsionnam,漿泔
tsionnam,tsionn-ám
tsionnkiam,醬鹹
tsionnkiam,tsiònn-kiâm
tsionnkua,醬瓜
tsionnkua,tsiònn-kua
tsionnliau,醬料
tsionnliau,tsiònn-liāu
tsionnlo,樟腦
tsionnlo,tsionn-ló
Tsionnnooliau,樟腦寮
Tsionnnooliau,Tsionn-nóo-liâu
tsionnsann,漿衫
tsionnsann,tsionn-sann
tsionnse,漿洗
tsionnse,tsionn-sé
tsionntshai,醬菜
tsionntshai,tsiònn-tshài
tsionntsheng,醬清
tsionntsheng,tsiònn-tsheng
tsionntsi,螿蜍
tsionntsi,tsionn-tsî
tsiopengbebee,招兵買馬
tsiopengbebee,tsio-peng-bé-bée
tsioseng,招生
tsioseng,tsio-seng
tsiotiankuinn,照電光
tsiotiankuinn,tsiò-tiān-kuinn
tsiotsio,少少
tsiotsio,tsió-tsió
tsiou,少有
tsiou,tsió-ū
Tsipengbio,集應廟
Tsipengbio,Tsi̍p-èng-biō
tsipheng,執行
tsipheng,tsip-hêng
tsipoo,止步
tsipoo,tsí-pōo
tsiptseng,執政
tsiptseng,tsip-tsèng
tsiptsengtong,執政黨
tsiptsengtong,tsip-tsèng-tóng
tsiptsitee,𠯗一下
tsiptsitee,tsi̍p--tsi̍t-ēe
tsisek,紫色
tsisek,tsí-sek
tsita,鯽仔
tsita,tsit-á
tsitbak,一目
tsitbak,tsi̍t-ba̍k
tsitbaknih,一目䁥
tsitbaknih,tsi̍t-ba̍k-nih
tsitbakniha,一目䁥仔
tsitbakniha,tsi̍t-ba̍k-nih-á
tsitban,一萬
tsitban,tsi̍t-bān
tsitbin,這面
tsitbin,tsit-bīn
tsite,這个
tsite,tsit-ê
tsitee,一下
tsitee,tsi̍t-ēe
tsitek,一億
tsitek,tsi̍t-ek
tsiteng,指定
tsiteng,tsí-tēng
tsithiannioh,止疼藥
tsithiannioh,tsí-thiànn-io̍h
tsithoo,止吐
tsithoo,tsí-thóo
tsithu,鯽魚
tsithu,tsit-hû
tsitian,一沿
tsitian,tsi̍t-iân
tsitiatseng,一夜情
tsitiatseng,tsi̍t-iā-tsêng
tsitjim,職任
tsitjim,tsit-jīm
tsitkhatsittshiu,一骹一手
tsitkhatsittshiu,tsi̍t-kha-tsi̍t-tshiú
tsitkhuan,這款
tsitkhuan,tsit-khuán
tsitkogueh,一個月
tsitkogueh,tsi̍t-kò-gue̍h
tsitkogueh,這個月
tsitkogueh,tsit-kò-gue̍h
tsitkue,一過
tsitkue,tsi̍t-kuè
tsitkuie,這規个
tsitkuie,tsit-kui-ê
tsitleng,職能
tsitleng,tsit-lêng
tsitlooilai,一路以來
tsitlooilai,tsi̍t-lōo-í-lâi
tsitloolai,一路來
tsitloolai,tsi̍t-lōo-lâi
tsitloopengan,一路平安
tsitloopengan,tsi̍t-lōo-pêng-an
tsitloosunhong,一路順風
tsitloosunhong,tsi̍t-lōo-sun-hong
tsitlui,一鐳
tsitlui,tsi̍t-lui
tsitluimtat,一鐳毋值
tsitluimtat,tsi̍t-lui-m-ta̍t
tsitmui,質問
tsitmui,tsit-muī
tsitnooe,這兩个
tsitnooe,tsit-nōo-ê
tsitnooe,一兩个
tsitnooe,tsi̍t-nōo-ê
tsitnookhau,一兩口
tsitnookhau,tsi̍t-nōo-kháu
tsitnookhen,一兩俔
tsitnookhen,tsi̍t-nōo-khén
tsitnookioh,一兩腳
tsitnookioh,tsi̍t-nōo-kioh
tsitnoolang,一兩人
tsitnoolang,tsi̍t-nōo-lâng
tsitnoopai,一兩擺
tsitnoopai,tsi̍t-nōo-pái
tsitnoosann,一兩三
tsitnoosann,tsi̍t-nōo-sann
tsitnootau,一兩度
tsitnootau,tsi̍t-nōo-táu
tsitpah,一百
tsitpah,tsi̍t-pah
tsitpahban,一百萬
tsitpahban,tsi̍t-pah-bān
tsitpahtsheng,一百千
tsitpahtsheng,tsi̍t-pah-tsheng
tsitpai,這擺
tsitpai,tsit-pái
tsitpau,一包
tsitpau,tsi̍t-pau
tsitpeng,這爿
tsitpeng,tsit-pêng
tsitpeng,一爿
tsitpeng,tsi̍t-pêng
tsitpengkak,這爿角
tsitpengkak,tsit-pêng-kak
tsitphi,一批
tsitphi,tsi̍t-phi
tsitpoo,一晡
tsitpoo,tsi̍t-poo
tsitpoo,一步
tsitpoo,tsi̍t-pōo
tsitpootengthinn,一步登天
tsitpootengthinn,tsi̍t-pōo-teng-thinn
tsitpuannsi,一半時
tsitpuannsi,tsi̍t-puànn-sî
tsitpuat,一鏺
tsitpuat,tsi̍t-pua̍t
tsitsaisuhai,志在四海
tsitsaisuhai,tsì-tsāi-sù-hái
tsitsaisuhong,志在四方
tsitsaisuhong,tsì-tsāi-sù-hong
tsitsek,指責
tsitsek,tsí-tsek
tsitseng,之前
tsitseng,tsi-tsêng
tsitsi,姊姊
tsitsi,tsí-tsí
tsitsiangtsittui,一雙一對
tsitsiangtsittui,tsi̍t-siang-tsi̍t-tuì
tsitsiann,一成
tsitsiann,tsi̍t-siânn
tsitsiaunn,止癢
tsitsiaunn,tsí-tsiāunn
tsitsikee,一四下
tsitsikee,tsi̍t-sì-kēe
tsitsimnooi,一心兩意
tsitsimnooi,tsi̍t-sim-nōo-ì
tsitsionn,止癢
tsitsionn,tsí-tsiōnn
tsitsitsitiaunn,一時一樣
tsitsitsitiaunn,tsi̍t-sî-tsi̍t-iāunn
tsitsitsitionn,一時一樣
tsitsitsitionn,tsi̍t-sî-tsi̍t-iōnn
tsitsitsitkhuan,一時一款
tsitsitsitkhuan,tsi̍t-sî-tsi̍t-khuán
tsittau,這度
tsittau,tsit-táu
tsittiam,這點
tsittiam,tsit-tiám
tsittsek,職責
tsittsek,tsit-tsek
tsittsheng,一千
tsittsheng,tsi̍t-tsheng
tsittshengban,一千萬
tsittshengban,tsi̍t-tsheng-bān
tsittshiu,一手
tsittshiu,tsi̍t-tshiú
tsittshiupaupan,一手包辦
tsittshiupaupan,tsi̍t-tshiú-pau-pān
tsittsite,這一个
tsittsite,tsit-tsi̍t-ê
tsittsui,一誰
tsittsui,tsi̍t-tsuī
tsiuannee,就按呢
tsiuannee,tsiū-án-nee
tsiubo,酒母
tsiubo,tsiú-bó
tsiugihue,州議會
tsiugihue,tsiu-gī-huē
tsiuguansiu,州元首
tsiuguansiu,tsiu-guân-siú
tsiuhu,州府
tsiuhu,tsiu-hú
tsiukhak,酒麴
tsiukhak,tsiú-khak
tsiukhut,酒窟
tsiukhut,tsiú-khut
tsiuki,州旗
tsiuki,tsiu-kî
tsiukua,州歌
tsiukua,tsiu-kua
tsiukuan,酒罐
tsiukuan,tsiú-kuàn
tsiukuana,酒罐仔
tsiukuana,tsiú-kuàn-á
tsiumee,守暝
tsiumee,tsiú-mêe
tsiumee,咒罵
tsiumee,tsiù-mēe
tsiumooh,酒膜
tsiumooh,tsiú-mo̍oh
tsiunntionn,上場
tsiunntionn,tsiūnn-tiônn
tsiusek,酒席
tsiusek,tsiú-se̍k
tsiutiaunn,州長
tsiutiaunn,tsiu-tiáunn
tsiutionn,州長
tsiutionn,tsiu-tiónn
tsiutseng,酒精
tsiutseng,tsiú-tseng
tsiutsenghu,州政府
tsiutsenghu,tsiu-tsèng-hú
tsiutshai,酒菜
tsiutshai,tsiú-tshài
tsng,磚
tsng,tsng
tsngge,裝藝
tsngge,tsng-gē
tsnghue,裝貨
tsnghue,tsng-huè
tsngsintsngkui,裝神弄鬼
tsngsintsngkui,tsng-sîn-tsng-kuí
tsngtsuibi,鑽水沬
tsngtsuibi,tsǹg-tsuí-bī
tsobang,做夢
tsobang,tsò-bāng
tsobebe,做買賣
tsobebe,tsò-bé-bē
tsobetioh,做袂著
tsobetioh,tsò-bē-tio̍h
tsobin,做面
tsobin,tsò-bīn
tsoboke,做木的
tsoboke,tsò-bo̍k,ê
tsoetioh,做會著
tsoetioh,tsò-ē-tio̍h
tsogee,做牙
tsogee,tsò-gêe
tsoginioo,做議量
tsoginioo,tsò-gī-niōo
tsohamihsu,做何物事
tsohamihsu,tsò-há-mi̍h-sū
tsoheng,造形
tsoheng,tsō-hêng
tsoheng,造型
tsoheng,tsō-hêng
tsohosim,做好心
tsohosim,tsò-hó-sim
tsohue,做夥
tsohue,tsò-hué
tsojintseng,做人情
tsojintseng,tsò-jîn-tsêng
tsokeesiau,做假數
tsokeesiau,tsò-kée-siàu
tsokheeh,做客
tsokheeh,tsò-kheeh
tsokongtek,做功德
tsokongtek,tsò-kong-tek
tsolepai,做禮拜
tsolepai,tsò-lé-pài
tsoluan,做亂
tsoluan,tsò-luān
tsomee,做暝
tsomee,tsò-mêe
tsomih,做物
tsomih,tsò-mi̍h
tsomihsu,做物事
tsomihsu,tsò-mi̍h-sū
Tsongakeng,總趕宮
Tsongakeng,Tsóng-á-keng
tsongbio,宗廟
tsongbio,tsong-biō
tsonghuinn,莊園
tsonghuinn,tsong-huînn
tsongka,莊家
tsongka,tsong-ka
tsongkalang,莊家人
tsongkalang,tsong-ka-lâng
tsongkee,總價
tsongkee,tsóng-kèe
tsongkengli,總經理
tsongkengli,tsóng-keng-lí
tsongkongtsitku,總講一句
tsongkongtsitku,tsóng-kóng-tsi̍t-kù
tsonglaitsongkhi,傱來傱去
tsonglaitsongkhi,tsông-lâi-tsông-khì
tsongphekuan,總批館
tsongphekuan,tsóng-phe-kuán
tsongsuinn,總算
tsongsuinn,tsóng-suìnn
tsongsuleng,總司令
tsongsuleng,tsóng-su-lēng
Tsongtek,崇德
Tsongtek,Tsông-tek
tsongthau,總頭
tsongthau,tsóng-thâu
Tsongthonghugee,總統府衙
Tsongthonghugee,Tsóng-thóng-hú-gêe
tsoobong,祖墓
tsoobong,tsóo-bōng
tsooek,助益
tsooek,tsōo-ek
tsoogiap,祖業
tsoogiap,tsóo-gia̍p
tsookeeh,阻隔
tsookeeh,tsóo-keeh
tsookongsai,祖公屎
tsookongsai,tsóo-kong-sái
tsookongsan,祖公產
tsookongsan,tsóo-kong-sán
tsookongtsooma,祖公祖嬤
tsookongtsooma,tsóo-kong-tsóo-má
tsoolek,阻力
tsoolek,tsóo-le̍k
tsoolek,助力
tsoolek,tsōo-le̍k
tsooma,祖嬤
tsooma,tsóo-má
tsoootshiu,做烏手
tsoootshiu,tsò-oo-tshiú
tsooseng,組成
tsooseng,tsoo-sêng
tsoosu,助詞
tsoosu,tsōo-sû
tsoosun,祖孫
tsoosun,tsóo-sun
tsoote,祖地
tsoote,tsóo-tē
tsoothuan,祖傳
tsoothuan,tsóo-thuân
tsoothuanpihuinn,祖傳祕方
tsoothuanpihuinn,tsóo-thuân-pì-huinn
tsootiaunn,組長
tsootiaunn,tsoo-tiáunn
tsootionn,組長
tsootionn,tsoo-tiónn
tsootsek,祖籍
tsootsek,tsóo-tse̍k
tsootshu,祖茨
tsootshu,tsóo-tshù
tsootsoo,祖祖
tsootsoo,tsóo-tsóo
tsophuann,做伴
tsophuann,tsò-phuānn
tsosek,做色
tsosek,tsò-sek
tsoseng,做成
tsoseng,tsò-sêng
tsoseng,造成
tsoseng,tsō-sêng
tsosengli,做生理
tsosengli,tsò-seng-lí
tsosu,做事
tsosu,tsò-sū
tsosue,做衰
tsosue,tsò-sue
tsotaitsi,做代誌
tsotaitsi,tsò-tāi-tsì
tsothaubah,槽頭肉
tsothaubah,tsô-thâu-bah
tsotitlai,做得來
tsotitlai,tsò-tit-lâi
tsotsai,做在
tsotsai,tsò-tsāi
tsotshatsimhi,做賊心虛
tsotshatsimhi,tsò-tsha̍t-sim-hi
tsotshengkhau,做銃口
tsotshengkhau,tsò-tshèng-kháu
tsotshit,做七
tsotshit,tsò-tshit
tsotshiu,棗樹
tsotshiu,tsó-tshiū
tsotsu,做主
tsotsu,tsò-tsú
tsotsuitsai,做水災
tsotsuitsai,tsò-tsuí-tsai
tsotuaji,做大字
tsotuaji,tsò-tuā-jī
tsoua,造話
tsoua,tsō-uā
tsuabio,蛇廟
tsuabio,tsuâ-biō
tsuai,自愛
tsuai,tsū-ài
tsuakua,蛇瓜
tsuakua,tsuâ-kua
tsualok,紙橐
tsualok,tsuá-lok
tsualong,紙囊
tsualong,tsuá-lông
tsuanheng,轉型
tsuanheng,tsuán-hêng
tsuankee,全家
tsuankee,tsuân-kee
tsuankhoiseng,專科醫生
tsuankhoiseng,tsuan-kho,i-seng
tsuankholokun,專科老君
tsuankholokun,tsuan-kho,ló-kun
tsuanlau,轉流
tsuanlau,tsuán-lâu
tsuanlek,全力
tsuanlek,tsuân-le̍k
tsuanleng,全能
tsuanleng,tsuân-lêng
tsuanmia,專名
tsuanmia,tsuan-miâ
tsuanmui,專門
tsuanmui,tsuan-muî
tsuanniaunn,怎樣
tsuanniaunn,tsuánn-iāunn
tsuannionn,怎樣
tsuannionn,tsuánn-iōnn
tsuanntee,煎茶
tsuanntee,tsuann-têe
tsuansek,轉色
tsuansek,tsuán-sek
tsuanseng,轉成
tsuanseng,tsuán-sêng
tsuansiau,轉數
tsuansiau,tsuán-siàu
tsuansimtsuani,全心全意
tsuansimtsuani,tsuân-sim-tsuân-ì
tsuansinbatsui,全身麻醉
tsuansinbatsui,tsuân-sin-bâ-tsuì
tsuansinputsui,全身不遂
tsuansinputsui,tsuân-sin-put-suī
tsuanteng,全程
tsuanteng,tsuân-têng
tsuantoo,專途
tsuantoo,tsuan-tôo
tsuantseng,專精
tsuantseng,tsuan-tseng
tsuantseng,專政
tsuantseng,tsuan-tsèng
tsuantshia,轉車
tsuantshia,tsuán-tshia
tsuaphue,紙皮
tsuaphue,tsuá-phuê
tsuasim,紙芯
tsuasim,tsuá-sim
tsuate,紙袋
tsuate,tsuá-tē
tsuateng,紙燈
tsuateng,tsuá-teng
tsuatsheeh,紙冊
tsuatsheeh,tsuá-tsheeh
tsuatshu,紙茨
tsuatshu,tsuá-tshù
tsuattseng,絕情
tsuattseng,tsua̍t-tsêng
tsubeng,註明
tsubeng,tsù-bêng
tsuboo,主謀
tsuboo,tsú-bôo
tsugiantsugu,自言自語
tsugiantsugu,tsū-giân-tsū-gú
tsuiang,水紅
tsuiang,tsuí-âng
tsuiangsek,水紅色
tsuiangsek,tsuí-âng-sek
tsuiau,水甌
tsuiau,tsuí-au
tsuibang,水蠓
tsuibang,tsuí-báng
tsuibu,水霧
tsuibu,tsuí-bū
tsuiengtshai,水蕹菜
tsuiengtshai,tsuí-èng-tshài
tsuihek,水域
tsuihek,tsuí-he̍k
tsuihun,水薰
tsuihun,tsuí-hun
tsuihun,水粉
tsuihun,tsuí-hún
tsuihun,水痕
tsuihun,tsuí-hûn
tsuiiu,水油
tsuiiu,tsuí-iû
tsuikhi,水汽
tsuikhi,tsuí-khì
tsuikho,水洘
tsuikho,tsuí-khó
tsuikhut,水窟
tsuikhut,tsuí-khut
tsuiki,水機
tsuiki,tsuí-ki
tsuikiu,水球
tsuikiu,tsuí-kiû
tsuikong,水㼦
tsuikong,tsuí-kóng
tsuikongloo,水管路
tsuikongloo,tsuí-kóng-lōo
tsuikuai,水怪
tsuikuai,tsuí-kuài
tsuikuan,水罐
tsuikuan,tsuí-kuàn
tsuilam,水藍
tsuilam,tsuí-lâm
tsuilamsek,水藍色
tsuilamsek,tsuí-lâm-sek
tsuilat,水力
tsuilat,tsuí-la̍t
tsuilau,水流
tsuilau,tsuí-lâu
tsuiliong,水龍
tsuiliong,tsuí-liông
tsuiliongkeng,水龍間
tsuiliongkeng,tsuí-liông-keng
tsuiliongthau,水龍頭
tsuiliongthau,tsuí-liông-thâu
tsuiliongtshia,水龍車
tsuiliongtshia,tsuí-liông-tshia
tsuilong,水龍
tsuilong,tsuí-lông
tsuilongkeng,水龍間
tsuilongkeng,tsuí-lông-keng
tsuilongthau,水龍頭
tsuilongthau,tsuí-lông-thâu
tsuilongtshia,水龍車
tsuilongtshia,tsuí-lông-tshia
tsuiloo,水路
tsuiloo,tsuí-lōo
tsuimui,水門
tsuimui,tsuí-muî
tsuinn,罇
tsuinn,tsuinn
tsuinn,鑽
tsuinn,tsuìnn
tsuinna,鑽仔
tsuinna,tsuìnn-á
tsuinnhinn,鑽耳
tsuinnhinn,tsuìnn-hīnn
tsuinnkhang,鑽空
tsuinnkhang,tsuìnn-khang
tsuinntsuibi,鑽水沬
tsuinntsuibi,tsuìnn-tsuí-bī
tsuioo,水湖
tsuioo,tsuí-ôo
tsuipa,水壩
tsuipa,tsuí-pà
tsuipang,水房
tsuipang,tsuí-pâng
tsuipeng,水平
tsuipeng,tsuí-pêng
tsuiphun,水盆
tsuiphun,tsuí-phûn
tsuipio,水錶
tsuipio,tsuí-pio
tsuise,水稅
tsuise,tsuí-se
tsuise,水勢
tsuise,tsuí-sè
tsuisekuan,水稅關
tsuisekuan,tsuí-se-kuan
tsuiseng,水性
tsuiseng,tsuí-sèng
tsuisianhua,水仙花
tsuisianhua,tsuí-sian-hua
tsuiteng,水燈
tsuiteng,tsuí-teng
tsuithah,水塔
tsuithah,tsuí-thah
tsuithang,水桶
tsuithang,tsuí-tháng
tsuithang,水蟲
tsuithang,tsuí-thâng
tsuitinn,水滇
tsuitinn,tsuí-tīnn
tsuitoo,水圖
tsuitoo,tsuí-tôo
tsuitsahmui,水閘門
tsuitsahmui,tsuí-tsa̍h-muî
tsuitseng,水鐘
tsuitseng,tsuí-tseng
tsuitseng,水腫
tsuitseng,tsuí-tséng
tsuitshat,水漆
tsuitshat,tsuí-tshat
tsuitsheng,水銃
tsuitsheng,tsuí-tshèng
tsuitsuan,水轉
tsuitsuan,tsuí-tsuān
tsuitsuanpaih,水轉渤
tsuitsuanpaih,tsuí-tsuān-pa̍ih
tsuitsuanthau,水轉頭
tsuitsuanthau,tsuí-tsuān-thâu
tsuitsuanthiau,水轉柱
tsuitsuanthiau,tsuí-tsuān-thiāu
tsuitsui,水水
tsuitsui,tsuí-tsuí
tsuitsui,誰誰
tsuitsui,tsuī-tsuī
tsuitsuilang,誰誰人
tsuitsuilang,tsuī-tsuī-lâng
tsuiuaniaunn,水鴛鴦
tsuiuaniaunn,tsuí-uan-iaunn
tsuiuanionn,水鴛鴦
tsuiuanionn,tsuí-uan-ionn
tsuiutshan,自由餐
tsuiutshan,tsū-iû-tshan
tsuiutsutsai,自由自在
tsuiutsutsai,tsū-iû-tsū-tsāi
tsuk,粥
tsuk,tsu̍k
tsuke,主計
tsuke,tsú-kè
tsukeeh,資格
tsukeeh,tsu-keeh
tsukheeh,主客
tsukheeh,tsú-kheeh
tsukongsi,子公司
tsukongsi,tsú-kong-si
tsukookheeh,主顧客
tsukookheeh,tsú-kòo-kheeh
tsukooliat,朱古烈
tsukooliat,tsu-kóo-lia̍t
tsukooliatsek,朱古烈色
tsukooliatsek,tsu-kóo-lia̍t-sek
tsulek,資歷
tsulek,tsu-le̍k
tsulek,主力
tsulek,tsú-le̍k
tsuliong,自量
tsuliong,tsū-liōng
tsulut,朱律
tsulut,tsu-lu̍t
tsumi,煮麵
tsumi,tsú-mī
tsunai,尊愛
tsunai,tsun-ài
tsunbeng,遵命
tsunbeng,tsun-bēng
tsungookaisiau,自我介紹
tsungookaisiau,tsū-ngóo-kài-siāu
tsunji,准字
tsunji,tsún-jī
tsunkeng,尊敬
tsunkeng,tsun-kèng
tsunlong,船廊
tsunlong,tsûn-lóng
tsunsuinn,準算
tsunsuinn,tsún-suìnn
tsuntiaunn,船長
tsuntiaunn,tsûn-tiáunn
tsuntionn,船長
tsuntionn,tsûn-tiónn
tsuntong,震動
tsuntong,tsùn-tōng
tsuntong,震盪
tsuntong,tsùn-tōng
tsuntoo,船肚
tsuntoo,tsûn-tòo
tsuntsattsiah,撙節食
tsuntsattsiah,tsún-tsat-tsia̍h
tsuntsek,準則
tsuntsek,tsún-tsek
tsuntsheng,尊稱
tsuntsheng,tsun-tsheng
tsuntshiaunn,船廠
tsuntshiaunn,tsûn-tshiáunn
tsuntshionn,船廠
tsuntshionn,tsûn-tshiónn
tsuntsi,遵旨
tsuntsi,tsun-tsí
tsuntsun,準準
tsuntsun,tsún-tsún
tsupuinn,煮飯
tsupuinn,tsú-puīnn
tsusek,姿色
tsusek,tsu-sek
tsusek,主席
tsusek,tsú-se̍k
Tsusennnioonioo,註生娘娘
Tsusennnioonioo,Tsù-senn-niôo-niôo
tsusutsuli,自私自利
tsusutsuli,tsū-su-tsū-lī
tsutbimuai,秫米糜
tsutbimuai,tsu̍t-bí-muâi
tsutbipuinn,秫米飯
tsutbipuinn,tsu̍t-bí-puīnn
tsutbitng,秫米腸
tsutbitng,tsu̍t-bí-tn̂g
tsutepan,子弟班
tsutepan,tsú-tē-pan
tsutethuan,子弟團
tsutethuan,tsú-tē-thuân
tsutiann,注定
tsutiann,tsù-tiānn
tsutiaunn,主張
tsutiaunn,tsú-tiaunn
tsutionn,主張
tsutionn,tsú-tionn
tsutongmuinn,自動門
tsutongmuinn,tsū-tōng-muînn
tsutongtsuhuat,自動自發
tsutongtsuhuat,tsū-tōng-tsū-huat
tsutsek,自責
tsutsek,tsū-tsek
tsutseng,資政
tsutseng,tsu-tsèng
tsutsha,煮炒
tsutsha,tsú-tshá
tsutsheeh,註冊
tsutsheeh,tsù-tsheeh
tsutsheehkuann,註冊官
tsutsheehkuann,tsù-tsheeh-kuann
tsutsheng,自稱
tsutsheng,tsū-tsheng
tsutshiaunn,主唱
tsutshiaunn,tsú-tshiàunn
tsutshijin,主持人
tsutshijin,tsú-tshî-jîn
tsutshionn,主唱
tsutshionn,tsú-tshiònn
tsutsiahgun,煮食裙
tsutsiahgun,tsú-tsia̍h-gun
tsutsiahgun,煮食裙
tsutsiahgun,tsú-tsia̍h-gûn
tsutsiahiu,煮食油
tsutsiahiu,tsu-tsia̍h-iû
tsutsiahsaihu,煮食師父
tsutsiahsaihu,tsú-tsia̍h-sai-hū
tsutsun,自尊
tsutsun,tsū-tsun
tsytshiongfan,豬腸粉
tsytshiongfan,tsý-tshiông-fân
tuaang,大紅
tuaang,tuā-âng
tuaanghua,大紅花
tuaanghua,tuā-âng-hua
tuaau,大鷂
tuaau,tuā-âu
tuaau,大喉
tuaau,tuā-âu
tuabang,大夢
tuabang,tuā-bāng
tuabekee,大賣價
tuabekee,tuā-bē-kèe
tuabetiaunn,大賣場
tuabetiaunn,tuā-bē-tiâunn
tuabetionn,大賣場
tuabetionn,tuā-bē-tiônn
tuaboang,大拇翁
tuaboang,tuā-bó-ang
tuabokong,大拇公
tuabokong,tuā-bó-kong
tuabongkong,大墓公
tuabongkong,tuā-bōng-kong
tuaboo,大姥
tuaboo,tuā-bóo
tuabothau,大母頭
tuabothau,tuā-bó-thâu
tuabusike,大武四界
tuabusike,tuā-bú-sì-kè
tuae,大的
tuae,tuā-ê
tuaee,大下
tuaee,tuā-ēe
tuaeng,大湧
tuaeng,tuā-éng
tuahaihai,大奒奒
tuahaihai,tuā-hai-hai
tuahang,大項
tuahang,tuā-hāng
tuahankiann,大漢囝
tuahankiann,tuā-hàn-kiánn
tuaheng,大型
tuaheng,tuā-hêng
tuahiohpo,大葉婆
tuahiohpo,tuā-hio̍h-pô
tuaho,大號
tuaho,tuā-hō
tuahok,大福
tuahok,tuā-hok
tuahong,大風
tuahong,tuā-hong
tuahuan,大番
tuahuan,tuā-huan
tuahuann,大旱
tuahuann,tuā-huānn
Tuahuinnhiong,大園鄉
Tuahuinnhiong,Tuā-huînn-hiong
tuaji,大字
tuaji,tuā-jī
tuajiang,大嚷
tuajiang,tuā-jiáng
tuajittsi,大日子
tuajittsi,tuā-ji̍t-tsí
tuakau,大狗
tuakau,tuā-káu
tuakauhiann,大狗兄
tuakauhiann,tuā-káu-hiann
tuake,大街
tuake,tuā-ke
tuakee,大價
tuakee,tuā-kèe
tuakeekhau,大家口
tuakeekhau,tuā-kee-kháu
tuakhatang,大跤筒
tuakhatang,tuā-kha-tâng
tuakhoo,大魁
tuakhoo,tuā-khoo
tuakhoo,大顝
tuakhoo,tuā-khoo
tuakhoo,大苦
tuakhoo,tuā-khóo
tuakhootai,大魁呆
tuakhootai,大顝呆
tuakhootai,tuā-khoo-tai
Tuakhuhuinn,大坵園
Tuakhuhuinn,Tuā-khu-huînn
tuaki,大支
tuaki,tuā-ki
tuakiamkee,大減價
tuakiamkee,tuā-kiám-kèe
tuakiannsu,大件事
tuakiannsu,tuā-kiānn-sū
tuakiatkiok,大結局
tuakiatkiok,tuā-kiat-kio̍k
tuakimtshui,大妗喙
tuakimtshui,tuā-kīm-tshuì
tuakong,大講
tuakong,tuā-kóng
tuakongsekong,大講細講
tuakongsekong,tuā-kóng-sè-kóng
tuakuah,大割
tuakuah,tuā-kuah
tualangkhuan,大人款
tualangkhuan,tuā-lâng-khuán
tualangtuatsia,大人大者
tualangtuatsia,tuā-lâng-tuā-tsiá
tualanpha,大膦脬
tualanpha,tuā-lān-pha
tualau,蹛樓
tualau,tuà-lâu
tualau,大流
tualau,tuā-lâu
tuale,大禮
tuale,tuā-lé
tualehleh,大肭肭
tualehleh,tuā-leh-leh
tualiaphuankiaunn,大粒番薑
tualiaphuankiaunn,tuā,lia̍p,huan-kiaunn
tualiaphuankionn,大粒番薑
tualiaphuankionn,tuā,lia̍p,huan-kionn
tualiaplang,大粒人
tualiaplang,tuā-lia̍p-lâng
tualoklok,大漉漉
tualoklok,tuā-lok-lok
tualokun,大老君
tualokun,tuā-ló-kun
tualoo,帶路
tualoo,tuà-lōo
tualui,大鐳
tualui,tuā-lui
tuamang,大姆翁
tuamang,tuā-ḿ-ang
tuamia,大命
